ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Congressional District,Congress,State Legislative District House Name,State Legislative District House Number,State Legislative District House OCD id,State Legislative District House Proportion,State Legislative District Senate Name,State Legislative District Senate Number,State Legislative District Senate OCD id,State Legislative District Senate Proportion
34801,Capital Region ESD 113,14064,North Beach School District,2728,North Beach Senior High School,9,12,P.O. Box 969,,Ocean Shores,Washington,98569-0000,Cyndy  Valdez,cvaldez@northbeachschools.org,360.289.3888," Public School, Regular School",P,High School,47.071971,-124.152461,0.5,place,969,PO Box,,,Ocean Shores,WA,Grays Harbor County,98569,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14064,North Beach School District,3155,Pacific Beach Elementary School,PK,6,P.O. Box H,,Pacific Beach,Washington,98571-0000,Lynette  Reime,lreime@northbeachschools.org,360.276.4512," Public School, Regular School",5,Elementary School,47.219468,-124.191502,1,place,,,,,Pacific Beach,WA,Grays Harbor County,98571,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14064,North Beach School District,3787,Ocean Shores Elementary,PK,6,300 Mt. Olympus Way,,Ocean Shores,Washington,98569-0000,Rhonda  Ham,rham@northbeachschools.org,360.289.2147," Public School, Regular School",P,Elementary School,46.977859,-124.154793,1,rooftop,300,Mt Olympus Ave SE,,,Ocean Shores,WA,Grays Harbor County,98569,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14064,North Beach School District,3788,North Beach Junior High School,7,8,PO Box 969,,Ocean Shores,Washington,98569-0000,Cyndy  Valdez,cvaldez@northbeachschools.org,360.289.3888," Public School, Regular School",P,Middle School,47.071971,-124.152461,0.5,place,969,PO Box,,,Ocean Shores,WA,Grays Harbor County,98569,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14065,McCleary School District,2835,Mccleary Elem,PK,8,611 S. Main St.,,McCleary,Washington,98557-9524,Shannon  Ramsey,sramsey@mccleary.wednet.edu,360.495.3204," Public School, Regular School",P,Other,47.048378,-123.265626,1,rooftop,611,S Main St,,,McCleary,WA,Grays Harbor County,98557,US,Grays Harbor,WA6,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,1,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,1
34801,Capital Region ESD 113,14066,Montesano School District,2180,Montesano Jr-Sr High,7,12,303 North Church,,Montesano,Washington,98563-2504,Alec  Pugh,apugh@monteschools.org,360.249.4041," Public School, Regular School",P,Other,46.983603,-123.597187,1,range_interpolation,303,Church St N,,,Montesano,WA,Grays Harbor County,98563,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14066,Montesano School District,3374,Simpson Avenue Elementary,3,6,519 West Simpson Avenue,,Montesano,Washington,98563-1151,Chris  Cady,ccady@monteschools.org,360.249.4331," Public School, Regular School",P,Elementary School,46.985221,-123.606357,1,rooftop,519,W Simpson Ave,,,Montesano,WA,Grays Harbor County,98563,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14066,Montesano School District,3661,Beacon Avenue Elementary School,PK,2,1717 East Beacon Avenue,,Montesano,Washington,98563-9755,Barb  Page,bpage@monteschools.org,360.249.4528," Public School, Regular School",P,Elementary School,46.984535,-123.581552,1,rooftop,1717,E Beacon Ave,,,Montesano,WA,Grays Harbor County,98563,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14068,Elma School District,1629,East Grays Harbor High School,9,12,1235 Monte-Elma Rd,,Elma,Washington,98541-0000,Tatia  Holme,tholme@eagles.edu,360.482.5086," Alternative School, Public School",A,High School,47.004335,-123.435895,1,rooftop,1235,Monte Elma Rd,,,Elma,WA,Grays Harbor County,98541,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14068,Elma School District,2137,Elma High School,9,12,1235 Elma-Monte Rd,,Elma,Washington,98541-0000,Tatia  Holme,tholme@eagles.edu,360.482.3121," Public School, Regular School",P,High School,47.00343,-123.40877,0.5,place,,,,,Elma,WA,Grays Harbor County,98541,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,0.296,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,0.296
34801,Capital Region ESD 113,14068,Elma School District,3217,Elma Elementary School,PK,5,1235 Monte-Elma Rd,,Elma,Washington,98541-0000,Greg  Scroggins,gscroggins@eagles.edu,360.482.2632," Public School, Regular School",P,Elementary School,47.004335,-123.435895,1,rooftop,1235,Monte Elma Rd,,,Elma,WA,Grays Harbor County,98541,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14068,Elma School District,4245,Elma Middle School,6,8,1235 Monte-Elma Rd.,,Elma,Washington,98541-0000,Tatia  Holme,tholme@eagles.edu,360.482.2237," Public School, Regular School",P,Middle School,47.004335,-123.435895,1,rooftop,1235,Monte Elma Rd,,,Elma,WA,Grays Harbor County,98541,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14077,Taholah School District,3580,Taholah High School,9,12,PO Box 249,,Taholah,Washington,98587-0249,Rickard  Winters,rwinters@taholah.org,360.276.4780," Public School, Regular School",P,High School,47.3374,-124.27877,0.5,place,249,PO Box,,,Taholah,WA,Grays Harbor County,98587,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14097,Lake Quinault School District,2921,Lake Quinault School,K ,12,P O Box 38,,Amanda Park,Washington,98526-0000,Diane  Golob,dgolob@lakequinaultschools.org,360.288.2414," Public School, Regular School",P,K-12,47.485913,-123.920555,1,place,,,,,Amanda Park,WA,Grays Harbor County,98526,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14099,Cosmopolis School District,3326,Cosmopolis Elementary School,K ,6,P.O. Box 479,,Cosmopolis,Washington,98537-0479,Scot C Embrey,sembrey@cosmopolisschool.com,360.532.7181," Public School, Regular School",P,Elementary School,46.878164,-123.64539,0.5,place,479,PO Box,,,Cosmopolis,WA,Grays Harbor County,98537,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,1,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,1
34801,Capital Region ESD 113,14104,Satsop School District,2010,Satsop Elementary,K ,6,Box 96,853 Monte-Elma Road,Satsop,Washington,98583-0000,Marsha  Hendrick,mhendrick.satsop@gmail.com,360.482.5330," Public School, Regular School",P,Elementary School,47.002178,-123.483596,0.5,place,96,PO Box,,,Satsop,WA,Grays Harbor County,98583,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,0.002,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,0.002
34801,Capital Region ESD 113,14117,Wishkah Valley School District,3375,Wishkah Valley Elementary/High School,K ,12,4640 Wishkah Rd.,,Aberdeen,Washington,98520-9626,Shannon  Patterson,spatterson@wishkah.org,360.532.3128," Public School, Regular School",P,K-12,47.117347,-123.77013,1,rooftop,4640,Wishkah Rd,,,Aberdeen,WA,Grays Harbor County,98520,US,Grays Harbor,WA6,118th,Legislative District 24,24,ocd-division/country:us/state:wa/sldl:24,1,Legislative District 24,24,ocd-division/country:us/state:wa/sldu:24,1
34801,Capital Region ESD 113,14172,Ocosta School District,3024,Ocosta Junior - Senior High,7,12,2580 S Montesano St,,Westport,Washington,98595-9746,  ,,," Public School, Regular School",P,Other,46.861068,-124.100934,1,range_interpolation,2580,S Montesano St,,,Westport,WA,Grays Harbor County,98595,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,1,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,1
34801,Capital Region ESD 113,14172,Ocosta School District,3025,Ocosta Elementary School,PK,6,2580 S Montesano St,,Westport,Washington,98595-9746,  ,,," Public School, Regular School",P,Elementary School,46.861068,-124.100934,1,range_interpolation,2580,S Montesano St,,,Westport,WA,Grays Harbor County,98595,US,TIGER/Line® dataset from the US Census Bureau,WA6,118th,Legislative District 19,19,ocd-division/country:us/state:wa/sldl:19,1,Legislative District 19,19,ocd-division/country:us/state:wa/sldu:19,1
34801,Capital Region ESD 113,34033,Tumwater School District,1713,Cascadia High School,8,12,7299 New Market St SW Bldg E,,Tumwater,Washington,98512-0000,Jody  Halterman,jody.halterman@tumwater.k12.wa.us,360.709.7760," Alternative School, Public School",A,High School,46.982238,-122.914977,0.98,rooftop,7299,New Market St SW,Bldg,E,Tumwater,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,2552,Michael T Simmons Elementary,K ,5,1205 2nd Avenue SW,,Tumwater,Washington,98512-0000,Elliott  Hedin,eliott.hedin@tumwater.k12.wa.us,360.709.7100," Public School, Regular School",P,Elementary School,47.005447,-122.912396,1,rooftop,1205,2nd Ave SW,,,Tumwater,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,2816,Littlerock Elementary School,PK,5,12710 Littlerock Rd SW,,Olympia,Washington,98512-0000,Glenn  Spinnie,glenn.spinnie@tumwater.k12.wa.us,360.709.7250," Public School, Regular School",P,Elementary School,46.902834,-123.015746,1,rooftop,12710,Littlerock Rd SW,,,Olympia,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,1,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,1
34801,Capital Region ESD 113,34033,Tumwater School District,3199,Peter G Schmidt Elementary,PK,5,237 Dennis Street SE,,Tumwater,Washington,98501-0000,Kimberly  Doughty,kim.doughty@tumwater.k12.wa.us,360.709.7200," Public School, Regular School",P,Elementary School,46.988381,-122.905229,1,rooftop,237,Dennis St SE,,,Tumwater,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,3362,Tumwater High School,9,12,700 Israel Road,,Tumwater,Washington,98501-0000,Jeff  Broome,jeff.broome@tumwater.k12.wa.us,360.709.7600," Public School, Regular School",P,High School,46.985936,-122.915932,1,rooftop,700,Israel Rd SW,,,Tumwater,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,3612,Tumwater Middle School,6,8,6335 Littlerock Road SW,,Tumwater,Washington,98512-0000,Cathy  McNamara,cathy.mcnamara@tumwater.k12.wa.us,360.709.7500," Public School, Regular School",P,Middle School,46.991654,-122.9248,1,rooftop,6335,Littlerock Rd SW,,,Tumwater,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,3925,Thurs Co Juv Det/Tumwater West E,6,12,2801 32nd Avenue SW,,Tumwater,Washington,98512-6178,Tammie  Jensen-Tabor,tammie.jensen-tabor@tumwater.k12.wa.us,360.709.7040, Detention Center,J,Other,47.017076,-122.942659,1,rooftop,2801,32nd Ave SW,,,Tumwater,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,4205,Black Lake Elementary,K ,5,6345 Belmore-Black Lake Road,,Olympia,Washington,98512-0000,Misty  Hinkle,misty.hinkle@tumwater.k12.wa.us,360.709.7350," Public School, Regular School",P,Elementary School,47.00958,-122.971954,0.7,street_center,,Black Lake Blvd SW,,,Olympia,WA,Thurston County,98512,US,TIGER/Line® dataset from the US Census Bureau,WA10,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,1,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,1
34801,Capital Region ESD 113,34033,Tumwater School District,4225,New Market Skills Center,11,12,7299 New Market Street,,Tumwater,Washington,98501-0000,Matt  Ishler,matt.ishler@tumwater.k12.wa.us,360.570.4500," Public School, Vocational/technical school",V,High School,46.982238,-122.914977,1,rooftop,7299,New Market St SW,,,Tumwater,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,4365,East Olympia Elementary,PK,5,8700 Rich Road,,Olympia,Washington,98501-0000,Liz  Masunga,Liz.Masunaga@tumwater.k12.wa.us,360.709.7150," Public School, Regular School",P,Elementary School,46.96092,-122.832267,1,rooftop,8700,Rich Rd SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,1,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,1
34801,Capital Region ESD 113,34033,Tumwater School District,4373,Tumwater Hill Elementary,PK,5,3120 Ridgeview St SW,,Tumwater,Washington,98512-0000,Jon  Halvorson,jon.halvorson@tumwater.k12.wa.us,360.709.7300," Public School, Regular School",P,Elementary School,47.015896,-122.92388,1,rooftop,3120,Ridgeview Ct SW,,,Tumwater,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,4452,George Bush Middle School,6,8,2120 83rd Avenue SW,,Tumwater,Washington,98512-0000,Shawn  Guthrie,shawn.guthrie@tumwater.k12.wa.us,360.709.7400," Public School, Regular School",P,Middle School,46.968316,-122.927582,1,rooftop,2120,83rd Ave SW,,,Tumwater,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34033,Tumwater School District,4500,A G West Black Hills High School,9,12,7741 Littlerock Road SW,,Tumwater,Washington,98512-0000,Dave  Myers,dave.myers@tumwater.k12.wa.us,360.709.7800," Public School, Regular School",P,High School,46.977869,-122.947778,1,rooftop,7741,Littlerock Rd SW,,,Olympia,WA,Thurston County,98512,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,1768,Avanti High School,9,12,1113 LEGION WAY SE,,OLYMPIA,Washington,98501-1652,Michael Sean Velasquez,mvelasquez@osd.wednet.edu,360.596.7900," Alternative School, Public School",A,High School,47.043518,-122.887627,1,rooftop,1113,Legion Way SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,2342,Lincoln Elementary School,K ,5,213 21ST AVE SE,,OLYMPIA,Washington,98501-2927,Marcella  Abadi,mabadi@osd.wednet.edu,360.596.6400," Public School, Regular School",P,Elementary School,47.029896,-122.898937,1,rooftop,213,21st Ave SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,2448,Garfield Elementary School,PK,5,325 PLYMOUTH ST NW,,OLYMPIA,Washington,98502-4986,Brendon E Chertok,bchertok@osd.wednet.edu,360.596.6900," Public School, Regular School",P,Elementary School,47.047846,-122.92001,1,rooftop,325,Plymouth St NW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,2487,Boston Harbor Elementary,PK,5,7300 ZANGLE RD NE,,OLYMPIA,Washington,98506-9799,Jennifer S Brotherton,jbrotherton@osd.wednet.edu,360.596.6200," Public School, Regular School",P,Elementary School,47.134783,-122.885546,1,rooftop,7300,Zangle Rd NE,,,Olympia,WA,Thurston County,98506,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,2621,McLane Elementary School,PK,5,200 DELPHI RD SW,,OLYMPIA,Washington,98502-9497,Dannie  Clark,dclark@osd.wednet.edu,360.596.6600," Public School, Regular School",P,Elementary School,47.043599,-122.978717,1,rooftop,200,Delphi Rd SW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,2778,Roosevelt Elementary School,K ,5,1417 SAN FRANCISCO AVE NE,,OLYMPIA,Washington,98506-4399,Chisa  Marshall,cmarshall@osd.wednet.edu,360.596.6700," Public School, Regular School",P,Elementary School,47.056779,-122.884971,1,rooftop,1417,San Francisco Ave NE,,,Olympia,WA,Thurston County,98506,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3066,Madison Elementary School,PK,5,1225 LEGION WAY SE,,OLYMPIA,Washington,98501-1654,Domenico  Spatola Knoll,dsknoll@osd.wednet.edu,360.596.6300," Public School, Regular School",P,Elementary School,47.043941,-122.886137,1,rooftop,1225,Legion Way SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3132,Olympia High School,9,12,1302 NORTH ST SE,,OLYMPIA,Washington,98501-3697,Matthew H Grant,mgrant@osd.wednet.edu,360.596.7000," Public School, Regular School",P,High School,47.017326,-122.884686,1,rooftop,1302,North St SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3133,Jefferson Middle School,6,8,2200 CONGER AVE NW,,OLYMPIA,Washington,98502-4589,  ,,," Public School, Regular School",P,Middle School,47.052027,-122.928252,1,rooftop,2200,Conger Ave NW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3540,Leland P Brown Elementary,K ,5,2000 26TH AVE NW,,OLYMPIA,Washington,98502-3906,Sean  Shaughnessy,sshaughnessy@osd.wednet.edu,360.596.6800," Public School, Regular School",P,Elementary School,47.070907,-122.927136,1,rooftop,2000,26th Ave NW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3696,Reeves Middle School,6,8,2200 QUINCE ST NE,,OLYMPIA,Washington,98506-3299,Aaron  Davis,gparks@osd.wednet.edu,360.596.3400," Public School, Regular School",P,Middle School,47.064199,-122.891256,1,rooftop,2200,Quince St NE,,,Olympia,WA,Thurston County,98506,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3697,Pioneer Elementary School,PK,5,1655 CARLYON AVE SE,,OLYMPIA,Washington,98501-3624,Joel  Lang,jlang@osd.wednet.edu,360.596.6500," Public School, Regular School",P,Elementary School,47.019097,-122.879133,1,rooftop,1655,Carlyon Ave SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3711,Washington Middle School,6,8,3100 CAIN RD SE,,OLYMPIA,Washington,98501-3899,Paul A Anders,panders@osd.wednet.edu,360.596.3000," Public School, Regular School",P,Middle School,47.020863,-122.868519,1,rooftop,3100,Cain Rd SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,3960,Capital High School,9,12,2707 CONGER AVE NW,,OLYMPIA,Washington,98502-4590,Condee  Wood,cowood@osd.wednet.edu,360.596.8000," Public School, Regular School",P,High School,47.050518,-122.935352,1,rooftop,2707,Conger Ave NW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,4367,Centennial Elementary Olympia,PK,5,2637 45TH AVE SE,,OLYMPIA,Washington,98501-4864,Shannon L Ritter,sritter@osd.wednet.edu,360.596.6300," Public School, Regular School",P,Elementary School,47.004907,-122.862346,1,rooftop,2637,45th Ave SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,1,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,1
34801,Capital Region ESD 113,34111,Olympia School District,4458,McKenny Elementary,PK,5,3250 MORSE MERRYMAN RD SE,,OLYMPIA,Washington,98501-5934,Michael R Havens,mhavens@osd.wednet.edu,360.596.8400," Public School, Regular School",P,Elementary School,47.018667,-122.85593,1,rooftop,3250,Morse Merryman Rd SE,,,Olympia,WA,Thurston County,98501,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34111,Olympia School District,4472,Julia Butler Hansen Elementary,PK,5,1919 ROAD SIXTY FIVE NW,,OLYMPIA,Washington,98502-8511,Callie  Jones,cajones@osd.wednet.edu,360.596.7400," Public School, Regular School",P,Elementary School,47.104269,-123.055153,0.5,place,,,,,Olympia,WA,Thurston County,98502,US,TIGER/Line® dataset from the US Census Bureau,WA10,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,0.715,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,0.715
34801,Capital Region ESD 113,34111,Olympia School District,4473,Thurgood Marshall Middle School,6,8,3939 20TH AVE NW,,OLYMPIA,Washington,98502-8542,Anthony  Brock,abrock@osd.wednet.edu,360.596.7600," Public School, Regular School",P,Middle School,47.062395,-122.950743,1,rooftop,3939,20th Ave NW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 22,22,ocd-division/country:us/state:wa/sldl:22,1,Legislative District 22,22,ocd-division/country:us/state:wa/sldu:22,1
34801,Capital Region ESD 113,34307,Rainier School District,2158,Rainier Middle School,6,8,PO Box 98,,Rainier,Washington,98576-0098,John  Beckman,beckmanj@rainier.wednet.edu,360.446.2206," Public School, Regular School",P,Middle School,46.873509,-122.661394,0.5,place,98,PO Box,,,Rainier,WA,Thurston County,98576,US,TIGER/Line® dataset from the US Census Bureau,WA3,118th,Legislative District 20,20,ocd-division/country:us/state:wa/sldl:20,0.718,Legislative District 20,20,ocd-division/country:us/state:wa/sldu:20,0.718
34801,Capital Region ESD 113,34307,Rainier School District,2468,Rainier Senior High School,9,12,PO Box 98,,Rainier,Washington,98576-0098,John  Beckman,beckmanj@rainier.wednet.edu,360.446.2205," Public School, Regular School",P,High School,46.873509,-122.661394,0.5,place,98,PO Box,,,Rainier,WA,Thurston County,98576,US,TIGER/Line® dataset from the US Census Bureau,WA3,118th,Legislative District 20,20,ocd-division/country:us/state:wa/sldl:20,0.718,Legislative District 20,20,ocd-division/country:us/state:wa/sldu:20,0.718
34801,Capital Region ESD 113,34307,Rainier School District,4486,Rainier Elementary School,PK,5,P.O. Box 98,,Rainier,Washington,98576-0098,Rita  Meldrum,meldrumr@rainier.wednet.edu,360.446.4020," Public School, Regular School",P,Elementary School,46.873509,-122.661394,0.5,place,98,PO Box,,,Rainier,WA,Thurston County,98576,US,TIGER/Line® dataset from the US Census Bureau,WA3,118th,Legislative District 20,20,ocd-division/country:us/state:wa/sldl:20,0.718,Legislative District 20,20,ocd-division/country:us/state:wa/sldu:20,0.718
34801,Capital Region ESD 113,34324,Griffin School District,2406,Griffin School,PK,8,6530 33rd Ave NW,,Olympia,Washington,98502-8846,Doug  Anderson,danderson@griffinschool.us,360.866.5904," Public School, Regular School",P,Other,47.080613,-123.019011,1,rooftop,6530,33rd Ave NW,,,Olympia,WA,Thurston County,98502,US,Thurston,WA10,118th,Legislative District 35,35,ocd-division/country:us/state:wa/sldl:35,1,Legislative District 35,35,ocd-division/country:us/state:wa/sldu:35,1
